comment_id,text
UgxWe3VuLQMmt9R4ISJ4AaABAg,yepp.. since 2019
UgzOJ0mLZRyuMiJUFQd4AaABAg,tomarddhaamivdanta
UgwQZttpj2oQmiL8mgh4AaABAg,"a href"" school gya kabhi"
UgwQZttpj2oQmiL8mgh4AaABAg.A8ajZ2_3FtFA8nsBTpch80,he is 12th dropout . aworm
UgwQZttpj2oQmiL8mgh4AaABAg.A8ajZ2_3FtFA8srFdnJ3QU,12 vi fail aaj pohche bill boards pe
Ugyk-z3K4qgg2ulAeXt4AaABAg,"aap dono judwaaz bhai log k liye ek suggestion hai as a viewer plzz aap log react videos mat banaiye q k ek wajah hai meri suggestion mein aap log react kam karte hai aur judgementle zyaada hojaate hai toh aap judgemntle. videos banaiye ye suit nhi karta aap log k upar bura laga toh sorry lkn yehi sach hai meri view of pont se baaqi sab haq se!kya bolti public?a href"""
UgxHQyEHGPr0Vd_psj94AaABAg,
UgwJZzZ72JhW5sfVm4d4AaABAg,bhaag saala
UgzQ9E-Vimpq-OIicTx4AaABAg,5 saal ho gaye bhai diss king emiway ever
UgxI4X21S8gWQtlZg2l4AaABAg,bhai gayab aise ho jata neazy or divine dono jaise gadhe ke sir se singh
UgyzjczQMdD8-8Q2yjl4AaABAg,best controversy in rap industry
UgwnaHGYNnhKwTUJBpB4AaABAg,divine is fire
Ugz54IeuhQGabW_AfqR4AaABAg,still thinking hes chutya
UgwxT0rhmHjxCIQFhpl4AaABAg,maza aaya tha. ..inke ladai m ...intjaar krte the.raat raat ko bhat ke .....kab kis ma dics aa raha h.
UgxnAya3QnklKidIAXJ4AaABAg,bantai is my favorite
UgwNCYgpcoOFzrrvifp4AaABAg,vide to hai vai
UgzxcT18L41TJiXsP694AaABAg,raftar vs emiway audience enjoyment d
Ugz34kdTrQqpJxbl-cR4AaABAg,"a href"" best"
UgwIR5-R4squt8dBgYZ4AaABAg,rock
Ugy_Ah99XoGuqMARHTJ4AaABAg,hip hop ko tune smbhala ?
Ugy_Ah99XoGuqMARHTJ4AaABAg.A8VCcDOHTq-A8m2dJPTxLa,hamne sambahala boley toh ham not aklea chomu anpadh hey kya ?
Ugy_Ah99XoGuqMARHTJ4AaABAg.A8VCcDOHTq-A8rCoK3PU5w,kuchh bhi
UgzRhhaedwPYJydXrNp4AaABAg,chi yr
Ugx5d1yR8L0nsUaUhhx4AaABAg,
Ugyhk0RoU5lkqyJYT9J4AaABAg,hip hop me teko slam hi nabi he khuda hafiz he
UgwYNwKO0VDkMqxrtQJ4AaABAg,
Ugw_H608gbkEGr9Dda94AaABAg,"a href"" probably the best part"
UgzdG464WcKpqvSq-TV4AaABAg,bhai fire
UgzAY13BFwI-4Q-l7PR4AaABAg,anyone here from oct 2024
Ugy_mr36CWXe8EB5m_B4AaABAg,anyone here in 2024
UgzI31e7kdPGWjK67UF4AaABAg,bhuttar saab
UgwzkHgT5_nvM3z7bz94AaABAg,fact this masterpiece comes in your mind accidentally
UgxmKEwa6MD0kbCQLpZ4AaABAg,"a href"" a href"" a href"" a href"" a href"" a href"" a href"" a href"" a href"" a href"" a href"" a href"" a href"""
UgyiKL1pju0e8OIDUPZ4AaABAg,rvcj ki post ki baad kon aya
UgwoZdbxXSQGyUMzgep4AaABAg,ha ha ha
Ugwc6YuTC0HB5fB3-ql4AaABAg,anyone from 6969?
UgzJluHqOsYD7uOXF2V4AaABAg,good answer bantai bhai
UgzPbRM80jEwzZ78SyZ4AaABAg,is jhantu ko block kro youtube se
UgzBNBxWGTSKEPSKTFF4AaABAg,kon kon 2024 men dekh raha hai
Ugz2wLiToHA-Ua8w_7Z4AaABAg,nice
UgwjSR2St91dlpMMhS94AaABAg,chappri sale
UgwDN1NdJKG0r8SQ3YB4AaABAg,"a href"" neazy got his head shot was"
UgzlSBoUP9Cc7j4Azsh4AaABAg,gane ko huve 5 saal fir bhi kano me bajra ajj
Ugz1JM_XEaqb6IkgaF94AaABAg,130 m kr do bhai
Ugz6Im4QQM6Q92pwwFN4AaABAg,any one from 2030
UgyG2EcN3dlN7IrY1Jx4AaABAg,naezy butt tu ab yi nii boly ga kun talha anjum talha anjum ny bta dia tjy
UgxwT6MDtPKnHVmuUxJ4AaABAg,ek no emiway
UgxuYo50y4ZfqZW5WER4AaABAg,raftar gayab hi hogya he jese emiway ne bola tha fir gayab hojate bechare inhe artist na kho imhe kho vijay maliyabremiway besy
UgxuYo50y4ZfqZW5WER4AaABAg.A8Fx0i8NqiMA8rCzK7Wscg,no
Ugyffgwbca0UX8MkEZp4AaABAg,op boss op kya rab hai boss
UgyIhhyUCvur-lZJ4RN4AaABAg,31 oct 18
Ugy2bRTon7-HOL5exa14AaABAg,2024 wale like karen
UgwTNuIB2WLr28maXAJ4AaABAg,anyone from 2025
UgzhHRcvdPMIWsCDo0x4AaABAg,does screaming make songs?
UgzhHRcvdPMIWsCDo0x4AaABAg.A8D8X3CUe_kA8F6lOcnV06,yes
UgzhHRcvdPMIWsCDo0x4AaABAg.A8D8X3CUe_kA8rD-kPpS7t,.abrar868no
UgyZ1HjKaIROTGpAoqB4AaABAg,is lodu ka pura career diss pe hai
UgzmptjrwBR82vITC_54AaABAg,"whatever anyone says, emiway39;s diss game is in a league of its ownhis aggression, rebuttals, allegations, counters, and sheer energy are wild. even the haters are up all night waiting to see what bomb he39;ll drop.."
UgxbiFokDTHo-J_I-KF4AaABAg,big fan boss
UgxpcJgsnddXHzHoLQV4AaABAg,colab with naezy bhai
Ugwixo81DY_DYrCrPd94AaABAg,awein hai
Ugw3p6cp4rAfkj9FXb54AaABAg,pehle ye raftaar ke peeche ghusa phir krsna iske peeche ghus gaya
UgxamgA6Z2scfIjG90J4AaABAg,rafter kone me ro rha he ga
UgxamgA6Z2scfIjG90J4AaABAg.A89evNQWes6A8rD6kY8bv5,ha ki emiway ke liye bura lg rha hoga ki kb rap sikhega emiway
UgwKvvTH6ayTDEQPq5N4AaABAg,song aur video match nahi hou he but song aacha hai
UgyPVn9c6C4lgy9HXI14AaABAg,lethal. anyone 20024
UgwJQ980T-SpVplffjd4AaABAg,chillane se bante hai gaane kya? doubt tha mera
UgxfLubmlXeyd-rPowZ4AaABAg,king shayad ye beef battle dekhna bhul gaya tha warna gand mein itna dum ni rehta tha emiway ke jaise pagal rapper se battle karne se pehle khud singing and rap chod deta tha
UgyMfKDxAjs0ZbadSBB4AaABAg,anyone from mars
Ugwt8Rj-9nUywWL0-kJ4AaABAg,emiway only gives his best in distracks
UgxG9wh0x5JALl4S8ul4AaABAg,
Ugz3zChEDbjLeTLUYq14AaABAg,"a href"""
Ugx_1LnOj9Zuweoo8VV4AaABAg,emiway hentai and mc stan legit chapri
Ugx_1LnOj9Zuweoo8VV4AaABAg.A85dqHsbJI_A8rDDUQOStO,haq se
UgzqqEOjsRVe-WbCFdR4AaABAg,ab toh raftaar ko thanx bolde is fame k liye
UgzqqEOjsRVe-WbCFdR4AaABAg.A85_57Y4AJ3ABeV-CQ8Au_,krsna ko bhi bolde bhai emiway ko thanks bolne
UgzqqEOjsRVe-WbCFdR4AaABAg.A85_57Y4AJ3ABeVbbfAqoj,
UgxLwz0-MVG_D5j___V4AaABAg,anyone september 2024?
UgyeW6fh4x2cznrDvnt4AaABAg,aj v emiway chal raha hai
UgybspRJ9E0FliEKnAN4AaABAg,nonsense
Ugzn9YmyLWPYbFyoETR4AaABAg,kn kn september me sunne aya h
UgwVwJ6EUQkssf4aSSd4AaABAg,anyone come after dino said giraftaar is lethal?
UgwpyMWKHgypu74L8mZ4AaABAg,chillanee se bante hain gaane kya??
UgxT5Q1eHYp8Okf56Vh4AaABAg,tu chillata h bhai bap ko mt bhul raftar raftar h bro
UgxT5Q1eHYp8Okf56Vh4AaABAg.A84FY9Eq4KhA851CN4RbGb,beta ye video ke views kyu badane me help kar raha hai? 100 million paar
UgxT5Q1eHYp8Okf56Vh4AaABAg.A84FY9Eq4KhA8rDGQSNf3m,q8v so
Ugz_qtSGbyDx_0R6GWd4AaABAg,jo be 2024 se dekh raha hai like karo
UgzfSoPMLVNgNHtj-xJ4AaABAg,who after king vs emiway diss?
UgwjaIaLFpxhWD0TdQ14AaABAg,anyone 2030??
Ugxx5KNFzaQbG-jxB6B4AaABAg,haar gya
UgwOH49FTexbHyAaIl14AaABAg,2018 golden days
UgyKN2qSE7GJQWzNu-h4AaABAg,i love you bkp
Ugy88CXENWm-GFrEcE94AaABAg,chapdi brand ambassador
UgxAs2nr922qKPT6RjV4AaABAg,4othi me krta tha pr 23 saal ki umar me bhi uske jaisa nhi ho pa raha
Ugw8XO4Pls0IRIuHDYR4AaABAg,marwa toh li
Ugx2ft_lE_jL5-plgbN4AaABAg,"a href"" that laugh"
UgwCSTPBUGNIqEX18al4AaABAg,2024 still
Ugy8knkaMi8JV_Nuz7F4AaABAg,anyone from 2025?
Ugx2V4MNctqNEI2-Oot4AaABAg,anyone in 2025 ????
UgyTLmuuzI5dL6xXNwd4AaABAg,anyone from 2025
UgxcLFocyzty1lx19_h4AaABAg,anyone from sept 24
UgyudPlU_0hIJuArjqh4AaABAg,bhagalpur se kon kon sun chuka h ye song
UgxkeDCcjQ5rAO3YqEZ4AaABAg,gunda raper
UgxwHdJ_lsxRZFpZH194AaABAg,suggestion to rappers who try to diss emiway you are mere beginner mate he is god of diss .
UgxYI6JJT3lpfzbpTo94AaABAg,
Ugwi-IslP5yeqteIcVV4AaABAg,this emiway was something different.
Ugwi-IslP5yeqteIcVV4AaABAg.A7yYbajziYhA8rDNDNVXa6,yess chhapri is different from others
UgxgdurWAJBbJPb68fl4AaABAg,
UgzzqHFliY2QCEENm8J4AaABAg,kon kon september me dekh rha hai
UgzzqHFliY2QCEENm8J4AaABAg.A7yNojeEUK3A7ydIXw7VUd,5 saal se yahi hu chote
UgzEz_F70GIwGFUMcfp4AaABAg,abhi bhi fire hai..
UgxDryORV9SipaD36-R4AaABAg,"yaha tera kaam hi nahi hai, underground music me tera naam hi nahi haj"
UgzK-9DmJdSX1VJma8x4AaABAg,wow ye rap mere birthday par upload hua tha
UgwX6TFg_BWJ-1k8Hl94AaABAg,chapri rapper
UgxXKrziOsjoDFSXq914AaABAg,
UgyDS5p7e-MbymYXU4F4AaABAg,
UgzxydugIXVVUk2Jrd94AaABAg,2024
Ugxwga2fo4-FobqptDx4AaABAg,"september 2024 and i can see 0 hip hop elements brthak thak karega bak bakk karegabrsadega ladegabrbas ka nai, maska bai, thasta naibrsorry raftaar bhai to make this clown a winner"
Ugxwga2fo4-FobqptDx4AaABAg.A7v3H9Vn-s_A7vyRXfJi5S,didi teri band meri tujhe mera sala foolo wali mala . niwala .khandala .if that was rap according to you clown go cry on raftaar39;s vedio thode views usko bhi milljaye .
UgyFGyNq_10429jGckt4AaABAg,"2024 , are u guys there ???"
UgwPEI3YQCUqgcbP_vl4AaABAg,mazak nhi ye
UgzM9ho7KRPvZHOgrY54AaABAg,super sang
Ugz_YTlRoGhV0QSDhzV4AaABAg,2024
UgyEu4A1xEAHBo4HmS14AaABAg,3 sep 2024 still no. 1
UgzJYx4oUY-7af6ebux4AaABAg,anyone 2026?
UgyyhFRME5ENdYmoIPN4AaABAg,anyone in 2024 junebr
UgxvKOfn6-ISz6hr5ll4AaABAg,
UgxkAg1_b-G42Y52LP14AaABAg,yes
Ugx_y-7zioEwHKoNjcN4AaABAg,", shoot ."
Ugw5jaJ_uw7De0AbGp54AaABAg,2024
Ugzj5KQ1daqtleNcHC14AaABAg,this song makes me remember of corona days with frns vibing with weed
UgxLoUW9FOX3bkyb5NJ4AaABAg,chapri
UgwudpmJ_Spte3rBzdZ4AaABAg,most lethal diss track in indian beef scene
UgwQMjp9X3Qp0UrJwxR4AaABAg,new vibes all time
UgzsZ9AGiSmFepzkXHF4AaABAg,
UgxZ1GWPZWxeqXKP4Xx4AaABAg,main isko 2018 main sunta thaa
UgyxTPGJHs2PoPzIzQB4AaABAg,emiway gt;gt;gt; dhh
UgyxTPGJHs2PoPzIzQB4AaABAg.A7oeJWTRsigA7qzlD-kL73,dhh
UgwQy_4UNPrxQXge9254AaABAg,divine or neazy ko tub be shoutout diya ta bantai
UgwyfG0zmEwOLCo-aaF4AaABAg,i came from futurebremiwaylt; raftaarbremiwaylt; mc stanbremiwaylt;vivian divinebremiwaylt; muhfaadbremiwaylt;ikkabremiwaylt;krnabremiwaylt;baadshahbremiwaylt;king
UgwyfG0zmEwOLCo-aaF4AaABAg.A7oN9q9hBAKA7qIDJiEakX,mc stan amp; king ??? are you for real bro ?
UgwyfG0zmEwOLCo-aaF4AaABAg.A7oN9q9hBAKA7uuwcuhoJQ,he is saying opposite
UgwyfG0zmEwOLCo-aaF4AaABAg.A7oN9q9hBAKA8sdRahjwaG,as a neutral fan bremigt;gt;kingbremigt;gt;stanbremigt;gt;badshah.mp3
UgxNVqLr00tHjcthtb54AaABAg,fire
UgzmxHjkIIw1SzZZWzZ4AaABAg,anyone from 2024?
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8ARs4sJ6up,"tumko me janta hu tum ripbrmatlab rest in power matlab brmokea nahi mora nahi sab jhut hai......,"
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8AS8XPcyQz,muli coconutwater india choodh justice
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8B6d4KiUew,wo tou sahi lekin ap yahan kese
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8H1nnOocmx,meeh
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8KieUV8Qla,
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8TFhdd74nS,yes
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8TFko9ZPXp,mummy kase hey
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8U40AIDN2M,tu push ke aa apni maako bta degi
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8VXhSCzxgz,bantai
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8bR7iF5m5T,yas
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8bTi0Krxwd,september
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8gXXiSCseX,2090 me sunn rha hu time travel karke
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8l7qZb8j3z,
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8rLbo6bFMT,yes
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A8tF-RNRgDK,i am here.
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A9ADlJdHPhu,
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A9LY2BnFMZ5,yes
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A9Pw51QgYxo,me
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-A9UEQSlKVEM,im
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AADuzJRbw3c,oct 2024
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AAEHmWM4xBz,i39;m here bro
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AAY7sgn9Z7K,6 11 24
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AAYCik1A0Be,7112024
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AB43VR1pqhh,yes
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ABAU95ty2Wi,
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ABLdp-bXykY,me
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ABZ-UkjkyIW,yap
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ABiVAJfIRFN,"yes after rodies audition a href"""
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ABkJtPVBy_i,yes
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AC3mZ7z70fZ,o shut up oye
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AC8nLaXMas5,me
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ACLsB0ZCPTP,yeah boy
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ACSjqvVoBB4,25 desember
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AC_uMAIH1LU,me bro
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ACaSzFbHFG3,
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ACieW0M4Tfe,just look at ur followers bantai
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AClE6pysBN7,thxx brother
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ACnp-gt01sJ,2025
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ACtMzJn19ke,lura
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AD2CX0KPymp,2025
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-AD2Qic0mPiY,i am from 2025
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ADCKpRN5Tch,bhai 2025
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ADGzJrFDK7r,
UgzmxHjkIIw1SzZZWzZ4AaABAg.A7nLsSA402-ADJoMLW8d19,2025
UgzrThO5CIzelQnQ1Xh4AaABAg,
UgxIid5jXTP2KsavDPV4AaABAg,"but bantai ne look copy kiya tha wo time ,,,,look inspired by bichukle"
UgwTSbQd8o796XyCpyR4AaABAg,maa kasam kia energy thaa iss walaa emiwaybkaa headsofff
UgzXG3Z_u2BoAPIJHYN4AaABAg,biggest dhh beef till now vs king beef 2024
UgwV736ZPYCTUYxPnTl4AaABAg,2024 ?? who
UgymMnCelPewT8Ts_uB4AaABAg,"drake vs kendrick is overrated, this was a diss war."
UgweOvpGfRhU51hhobR4AaABAg,iskooo kiyaa pehlaa tha raaaaa nee
UgweOvpGfRhU51hhobR4AaABAg.A7m-wzDrkWSA7mEkClCUoW,bunty views ka bol raha hai ki raftar ka diss flop hua iski aukat hai bhai raftaar youtube ke bahar hai yah bunty youtube se bahar nahin nikala abhi tak
Ugx9L1pI6V0E7QPhxzR4AaABAg,
UgzUJu3C7NFNTlowTWd4AaABAg,
UgwUhNv4eBpok3Zd99J4AaABAg,2024
UgzADe6CuvHX6XEdf3p4AaABAg,out of nowhere feed m aagya
UgyUo-KEYzYav0lH-tl4AaABAg,moj krdi beta yhi mall fuk kai bnaya kr beta
Ugw_nNXhRr-nAFpI25t4AaABAg,
Ugzqrobe1NqW8HlE6fp4AaABAg,bantai dusre ko bhi kulfa krbao jra
UgzY8WWucULoylQfPtF4AaABAg,kon kon august 2024 me dekh rha hai
UgwrAvnxmqFF8LFC_aN4AaABAg,emiway bhai 10000 independent haq se bkp
UgyfHg4Kzr9vXL7741x4AaABAg,abhi v kon kon sun raha hai ..
UgxyWDemoPbKLGsGNoh4AaABAg,who is watching in 2055
UgxIsxyG2lQP5xIdmv14AaABAg,who came after emiway king 2024
UgxIsxyG2lQP5xIdmv14AaABAg.A7kFBTpAyAzA7kpZ8Col4w,kaale kauve
UgxIsxyG2lQP5xIdmv14AaABAg.A7kFBTpAyAzA7kpb6Dd3tE,dependent kauve
UgxRb1P654T8yJOve0V4AaABAg,anyone in september 2024
UgyfqBmcLj75JXwewTZ4AaABAg,this is still best diss track of dhh.
UgySOEACN2WxN7_oDA14AaABAg,king x emiway ko sun ke aaya he
Ugyr02uC9Impl7ZbLex4AaABAg,kya baat hai bhai kaha chalare ho gadi aapki bhut hard emiway bantai isilye bolte hai malum hai na nagpur aao kabhi
UgzkJvQPk3ab6s_Vm394AaABAg,2024
UgxSyXMlKrV06NDBMcV4AaABAg,
UgxjpDG1QFtoNqwvRAx4AaABAg,1
UgzqxxV99r1C7PZZ3pJ4AaABAg,2k24..ling
UgytE7-6jvTbHxLqgC54AaABAg,5 years but song is on fire
UgytE7-6jvTbHxLqgC54AaABAg.A7iVx6jk4ZeA7oWnKhINca,yeah
UgytE7-6jvTbHxLqgC54AaABAg.A7iVx6jk4ZeA80F8UB3Qhe,yep
UgytE7-6jvTbHxLqgC54AaABAg.A7iVx6jk4ZeA8MAWMU46uy,
UgytE7-6jvTbHxLqgC54AaABAg.A7iVx6jk4ZeABOe_Ff4RhB,yes bro
Ugzzppk78yZzUDB3tEN4AaABAg,emiway or king k beef k baad kon kon sunne aaya hai
Ugw7sjDfKsNSZbmLdqF4AaABAg,naezy or uspe wo picture bani he par teri picture maichh banaunga
UgywzytpJnMPQ-XCXvZ4AaABAg,king x emiway diss chl raha lekin maja idr araha hai
UgxeEXmlqi2HdqrYqX94AaABAg,king emiway
UgztecJzIhGvQFCvcuB4AaABAg,chillane se bante gaane kya
UgztecJzIhGvQFCvcuB4AaABAg.A7hfcWCo90oA7l1EVpq24D,chila ke gane ka har kis ka bas ka nahi
UgztecJzIhGvQFCvcuB4AaABAg.A7hfcWCo90oA7mEuMwIYzr,r3p kyunki har kisi ko gala nahin faadna
UgwC6MQVW0K64-j-edt4AaABAg,2024 main king x emiway ke beef hogi
UgyrrcOMBwasfuq3WeF4AaABAg,"a href"""
UgyP27EIwe-3E-m67IZ4AaABAg,anyone here 2024?
Ugx9hVw3ksM5sEb-cPp4AaABAg,2024 like karo
Ugz8OsdnBCFU8ey8Ds94AaABAg,raftaar is ur father or baap se behas nhi krte bete
Ugz8OsdnBCFU8ey8Ds94AaABAg.A7gITwXNH5yA7gKJJf6eSx,
Ugz8OsdnBCFU8ey8Ds94AaABAg.A7gITwXNH5yA7gqjcFetsS,mere bete idhar kya karraha hai
Ugz8OsdnBCFU8ey8Ds94AaABAg.A7gITwXNH5yA7h6vhvF-OU,emiway is always best
Ugz8OsdnBCFU8ey8Ds94AaABAg.A7gITwXNH5yA7jeBvr9vGY,raftaar ka tatta aa gaya
UgzooBKdta8p8WlErw54AaABAg,
Ugw7AQZwGFGivwClzoZ4AaABAg,ye rap show hai rap kar
UgwXhdiBthp2SQEZP8d4AaABAg,proud to be bkp
Ugw1oykId54d23A724R4AaABAg,thank god i witnessed this beef in 2019
Ugzw4sKoD0UKa2yukmV4AaABAg,koee nhi hain laal samne khada la hain bilal
UgxbmZuWJ-fgW7a7H7h4AaABAg,q chedte ho emi ko
UgwLH3qJajBts8gpSux4AaABAg,ky ree beta jake dekh le bss elvish bhai ke naam se hi jitna total. views tha pure song uska barbara bss ek. song
Ugx2-J-kXFY7WDDldfB4AaABAg,
Ugwu2cj7B1xXijyTBvB4AaABAg,2024 august 28
UgxhHndYsoe_9x9PMAB4AaABAg,2024 wale like kare
UgxzIdpsHxrReWVKTCN4AaABAg,august 2024
UgxvzVfVzuMjPZpTk9h4AaABAg,"cleanest diss, only facts and bars"
UgxvzVfVzuMjPZpTk9h4AaABAg.A7ah7V7CtEKA9wZHNVlVjI,coming again
Ugys7mfnO-LVsqdGltV4AaABAg,emiway and raftaar brought real hip hop to the indian audience
UgwzPP5f1Wtkv_4miiR4AaABAg,kaun kaun roko 2mg diss ke sath hi agya idhr mujhe to next automatic yehi agya
Ugx10W1G7yQtRXzBT3x4AaABAg,emiway bantai malum hai na jinko nhi malum unko nhi malum padjayega emiway bantai
UgzUIptwffhJ8ZrVw6l4AaABAg,emiwey bantai legend 2024
UgzeGapKKlOuuVnFWbN4AaABAg,rrrrrrrrroarrr
UgzXaKjhs2Zutke3X4V4AaABAg,"2024,maind"
Ugz2CCoH_KyvhvW8e154AaABAg,bhai teri voice acha karle pehle uske bad raptar ke bare me bat kar
Ugy8gbUEeGaUApy2VwF4AaABAg,25 august 2024
Ugz3Lzik2N8zoPWAPd14AaABAg,sala inlogo ki alag hi duniya
UgxTjZlq8DBjN4TRTx14AaABAg,bkp...purav jha disrespecting emiway and taking money from raftar
UgyaIK_fDwPz3FNLsux4AaABAg,"katele wire, tutele tyre!! ye hard hain? swaloona ka pink kayse hain?"
UgyAOd9HfBZz1-W9iLh4AaABAg,2024
Ugye6hu7sKVyfmv_tap4AaABAg,i love banta
UgxDSwn-WmmUYlWxqw54AaABAg,why was the song named giraftaar
Ugx_uW97HqoPzKHdw-54AaABAg,
UgwjQZ5EHbMVjrBFYz54AaABAg,23 august 2024
UgwOvDTDYPOBdIbxXN14AaABAg,anyone aug 2024
UgyVYmHstcv0ftjKtHR4AaABAg,2024 anyone
UgzRgYBSEYi4ckWm_Zt4AaABAg,raftaar made his carrier
UgzRgYBSEYi4ckWm_Zt4AaABAg.A7TrRaMCvXsA7mF3d87Gce,but yah bunty yah accept nahin karega
UgyHpd1tXDzYG9WiPbJ4AaABAg,
UgxHAOh7OwfXT1_YHwV4AaABAg,is ko sun ke king ke liye bura lag rha he brrip king
UgxHAOh7OwfXT1_YHwV4AaABAg.A7S_SmpuAftA7mF1Qeskay,no
Ugzon8fEJ1u2ask4PUJ4AaABAg,
UgzmRM73JJKn2rYZ8954AaABAg,2024 attendance here
UgxAUYpuoQzGOhMS5L14AaABAg,"ostat, firche aa geya..."
UgxWGViqJ7jymSv2TeZ4AaABAg,sachaa musalman nahi sachaa insaan huun this line alone make emiway won the beef
UgynHYoKKP-7Z2wr94F4AaABAg,mr. chapri
Ugzh-vOUJWrb705ytYB4AaABAg,raftaar marwake maanega emmiway gt;raftaar asli e lafda toh yha hai
UgweEGkWF94WcKdivCp4AaABAg,nich gaya to mera 2018 wala comment mil gaya
Ugy0-yqfWWxyLAmJOpt4AaABAg,bhot hard
Ugw8GvX5GaWEl-2KxWh4AaABAg,me who watch accidentally this diss battle but every time i see this nostalgia hits hardd
UgwlV_2Bf_ugvzEleBl4AaABAg,anyone in 2024.?
Ugxivq7-u9Ft5bJeBy54AaABAg,sadka remix chaiye
UgyPMq59XoF7jpQpEz14AaABAg,2024 still listening always
UgxxA6Qtn42EuT9g_m94AaABAg,kya huaa krsna ko nhi hara paya
UgyNFo6-xoPe925v3-N4AaABAg,
UgwKjv0_V3Pb34BXo5l4AaABAg,good
Ugx_9yAsFrwjpqn6-h54AaABAg,raftaar bol rha tha ek do peti nahi khoke khata hu
Ugw_8obH4s7FRPS2mh14AaABAg,"a href"" brafter these words..brkrna diss emiway amp; shuttered him"
Ugwi8CpeX_KS851Q_wd4AaABAg,no one compitate emiway
UgwiaKD4t2pCHk0X6AZ4AaABAg,
UgxjlO4uiyGtlCtnxvp4AaABAg,2024 welcome guyz
UgzVoMtUwStuFMCUwtl4AaABAg,2.34
UgzmhXivRxSxhlWqrhZ4AaABAg,2024 me kon kon aya 5 saal piche jane ko
UgyftnvmgUV-fD8Tp614AaABAg,"a href"""
Ugy8zJ7_lcKnrpmqpOl4AaABAg,anyone in 2024 ??
UgwWom5wl_H-PJeFWJ54AaABAg,3 din me hee diss kar diya ye hai bantai
UgxBWap878DuajM3RQR4AaABAg,
UgzLciWys-DEszx3UkR4AaABAg,129.m
Ugx6ewJwGUQ5fqyyXbx4AaABAg,sheikh chilli mein 14c and 25lk like iss song mein 12c and 27lk likes bantai the boss badshah kaa chush jake raftaar hahhaahahua jake bistar pee graftaar
UgwB_nLHRj2umRzY3md4AaABAg,
UgwVMyGU1w3row_JBrB4AaABAg,aug 2024 wale ajao bhai best diss in indian hip hop
UgyL0-wzoirJQLxfHft4AaABAg,also on top
UgxY7WriX36oSYlCrL14AaABAg,nice
UgwLNXyh4MCULlCp-a14AaABAg,
UgwLWHVy2OO26eAah7l4AaABAg,"a href"" o mere laaal"
